Phi_eff_slope,M_eff_final,rho_res_mean,curvature_load_corr,far_field_exponent,poisson_residual,newton_like_pass,newton_like,campaign,model_point,regime,seed_count,iterations
-2.2865018684669005,6.405503298456257,0.020933978805908266,0.027506086934429262,-0.04394134566776341,0.993068267578537,0.0,0.0,C5,P1,P1,32,36
