Phi_eff_slope,M_eff_final,rho_res_mean,curvature_load_corr,far_field_exponent,poisson_residual,newton_like_pass,newton_like,campaign,model_point,regime,seed_count,iterations
-1.6642818714784513,15.686301804499887,0.01231861194465251,0.2995376228264198,-0.02522355309731371,0.9960978536596847,0.0,0.0,C5,P6,P6,4,12
