Phi_eff_slope,M_eff_final,rho_res_mean,curvature_load_corr,far_field_exponent,poisson_residual,newton_like_pass,newton_like,campaign,model_point,regime,seed_count,iterations
-3.2642504459942847,6.686394010474423,0.019876912855569376,0.002870048913527684,-0.012530544201807724,0.9988130543874805,0.0,0.0,C5,P5,P5,4,12
